event,url,date,location,event_id,event_norm
UFC Fight Night: Lopes vs. Silva,http://ufcstats.com/event-details/5efaaf313b652dd7,"September 13, 2025","San Antonio, Texas, USA",746,ufc fight night: lopes vs. silva
UFC Fight Night: Imavov vs. Borralho,http://ufcstats.com/event-details/6e380a4d73ab4f0e,"September 06, 2025","Paris, Ile-de-France, France",745,ufc fight night: imavov vs. borralho
UFC Fight Night: Walker vs. Zhang,http://ufcstats.com/event-details/754968e325d6f60d,"August 23, 2025","Shanghai, Hebei, China",744,ufc fight night: walker vs. zhang
UFC 319: Du Plessis vs. Chimaev,http://ufcstats.com/event-details/421ccfc6ddb17958,"August 16, 2025","Chicago, Illinois, USA",743,ufc 319: du plessis vs. chimaev
UFC Fight Night: Dolidze vs. Hernandez,http://ufcstats.com/event-details/6cd3dfc54f01287f,"August 09, 2025","Las Vegas, Nevada, USA",742,ufc fight night: dolidze vs. hernandez
UFC Fight Night: Taira vs. Park,http://ufcstats.com/event-details/f2c934689243fe4e,"August 02, 2025","Las Vegas, Nevada, USA",741,ufc fight night: taira vs. park
UFC Fight Night: Whittaker vs. De Ridder,http://ufcstats.com/event-details/28d8638ea0a71908,"July 26, 2025","Abu Dhabi, Abu Dhabi, United Arab Emirates",740,ufc fight night: whittaker vs. de ridder
UFC 318: Holloway vs. Poirier 3,http://ufcstats.com/event-details/b8e2f10efb6eca85,"July 19, 2025","New Orleans, Louisiana, USA",739,ufc 318: holloway vs. poirier 3
UFC Fight Night: Lewis vs. Teixeira,http://ufcstats.com/event-details/7b03d9df5910917d,"July 12, 2025","Nashville, Tennessee, USA",738,ufc fight night: lewis vs. teixeira
UFC 317: Topuria vs. Oliveira,http://ufcstats.com/event-details/66766984842c13dc,"June 28, 2025","Las Vegas, Nevada, USA",737,ufc 317: topuria vs. oliveira
UFC Fight Night: Hill vs. Rountree Jr.,http://ufcstats.com/event-details/400c7b43c86d27d3,"June 21, 2025","Baku, Azerbaijan",736,ufc fight night: hill vs. rountree jr.
UFC Fight Night: Usman vs. Buckley,http://ufcstats.com/event-details/de277a4abcfeea46,"June 14, 2025","Atlanta, Georgia, USA",735,ufc fight night: usman vs. buckley
UFC 316: Dvalishvili vs. O'Malley 2,http://ufcstats.com/event-details/18c49685296c60e6,"June 07, 2025","Newark, New Jersey, USA",734,ufc 316: dvalishvili vs. o'malley 2
UFC Fight Night: Blanchfield vs. Barber,http://ufcstats.com/event-details/2a898bf9fb7710b3,"May 31, 2025","Las Vegas, Nevada, USA",733,ufc fight night: blanchfield vs. barber
UFC Fight Night: Burns vs. Morales,http://ufcstats.com/event-details/8ad022dd81224f61,"May 17, 2025","Las Vegas, Nevada, USA",732,ufc fight night: burns vs. morales
UFC 315: Muhammad vs. Della Maddalena,http://ufcstats.com/event-details/118463dd8db16e7f,"May 10, 2025","Montreal, Quebec, Canada",731,ufc 315: muhammad vs. della maddalena
UFC Fight Night: Sandhagen vs. Figueiredo,http://ufcstats.com/event-details/de20ffb3fc2e7629,"May 03, 2025","Des Moines, Iowa, USA",730,ufc fight night: sandhagen vs. figueiredo
UFC Fight Night: Machado Garry vs. Prates,http://ufcstats.com/event-details/b2e3aca4cd363477,"April 26, 2025","Kansas City, Missouri, USA",729,ufc fight night: machado garry vs. prates
UFC 314: Volkanovski vs. Lopes,http://ufcstats.com/event-details/22f4b6cb6b1bd7fd,"April 12, 2025","Miami, Florida, USA",728,ufc 314: volkanovski vs. lopes
UFC Fight Night: Emmett vs. Murphy,http://ufcstats.com/event-details/86b30a86664cb6e4,"April 05, 2025","Las Vegas, Nevada, USA",727,ufc fight night: emmett vs. murphy
UFC Fight Night: Moreno vs. Erceg,http://ufcstats.com/event-details/0f7210aa8d61af8d,"March 29, 2025","Mexico City, Distrito Federal, Mexico",726,ufc fight night: moreno vs. erceg
UFC Fight Night: Edwards vs. Brady,http://ufcstats.com/event-details/cc2ad11b1f9d818b,"March 22, 2025","London, England, United Kingdom",725,ufc fight night: edwards vs. brady
UFC Fight Night: Vettori vs. Dolidze 2,http://ufcstats.com/event-details/39f62b833e4cf126,"March 15, 2025","Las Vegas, Nevada, USA",724,ufc fight night: vettori vs. dolidze 2
UFC 313: Pereira vs. Ankalaev,http://ufcstats.com/event-details/ca936c67687789e9,"March 08, 2025","Las Vegas, Nevada, USA",723,ufc 313: pereira vs. ankalaev
UFC Fight Night: Kape vs. Almabayev,http://ufcstats.com/event-details/9766ed20b68c7c33,"March 01, 2025","Las Vegas, Nevada, USA",722,ufc fight night: kape vs. almabayev
UFC Fight Night: Cejudo vs. Song,http://ufcstats.com/event-details/c50ea21fe9ef478d,"February 22, 2025","Seattle, Washington, USA",721,ufc fight night: cejudo vs. song
UFC Fight Night: Cannonier vs. Rodrigues,http://ufcstats.com/event-details/ce7871949b0ed2bf,"February 15, 2025","Las Vegas, Nevada, USA",720,ufc fight night: cannonier vs. rodrigues
UFC 312: Du Plessis vs. Strickland 2,http://ufcstats.com/event-details/e6015889f50075d2,"February 08, 2025","Sydney, New South Wales, Australia",719,ufc 312: du plessis vs. strickland 2
UFC Fight Night: Adesanya vs. Imavov,http://ufcstats.com/event-details/80dbeb1dd5b53e64,"February 01, 2025","Riyadh, Riyadh, Saudi Arabia",718,ufc fight night: adesanya vs. imavov
UFC 311: Makhachev vs. Moicano,http://ufcstats.com/event-details/39f68882def7a507,"January 18, 2025","Inglewood, California, USA",717,ufc 311: makhachev vs. moicano
UFC Fight Night: Dern vs. Ribas 2,http://ufcstats.com/event-details/81ddc98fceb30086,"January 11, 2025","Las Vegas, Nevada, USA",716,ufc fight night: dern vs. ribas 2
UFC Fight Night: Covington vs. Buckley,http://ufcstats.com/event-details/72c9c2eadfc3277e,"December 14, 2024","Tampa, Florida, USA",715,ufc fight night: covington vs. buckley
UFC 310: Pantoja vs. Asakura,http://ufcstats.com/event-details/ad23903ef3af7406,"December 07, 2024","Las Vegas, Nevada, USA",714,ufc 310: pantoja vs. asakura
UFC Fight Night: Yan vs. Figueiredo,http://ufcstats.com/event-details/e955046551f8c7dd,"November 23, 2024","Macau, China",713,ufc fight night: yan vs. figueiredo
UFC 309: Jones vs. Miocic,http://ufcstats.com/event-details/daff32bc96d1eabf,"November 16, 2024","New York City, New York, USA",712,ufc 309: jones vs. miocic
UFC Fight Night: Magny vs. Prates,http://ufcstats.com/event-details/585f9ffdb0cd0466,"November 09, 2024","Las Vegas, Nevada, USA",711,ufc fight night: magny vs. prates
UFC Fight Night: Moreno vs. Albazi,http://ufcstats.com/event-details/3ab0df1ddd5f1dc2,"November 02, 2024","Edmonton, Alberta, Canada",710,ufc fight night: moreno vs. albazi
UFC 308: Topuria vs. Holloway,http://ufcstats.com/event-details/221b2a3070c7ce3e,"October 26, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",709,ufc 308: topuria vs. holloway
UFC Fight Night: Hernandez vs. Pereira,http://ufcstats.com/event-details/6a0047ac8c99fece,"October 19, 2024","Las Vegas, Nevada, USA",708,ufc fight night: hernandez vs. pereira
UFC Fight Night: Royval vs. Taira,http://ufcstats.com/event-details/5bdcbd8dd681a257,"October 12, 2024","Las Vegas, Nevada, USA",707,ufc fight night: royval vs. taira
UFC 307: Pereira vs. Rountree Jr.,http://ufcstats.com/event-details/eee8efec7b951d84,"October 05, 2024","Salt Lake City, Utah, USA",706,ufc 307: pereira vs. rountree jr.
UFC Fight Night: Moicano vs. Saint Denis,http://ufcstats.com/event-details/079488710f012779,"September 28, 2024","Paris, Ile-de-France, France",705,ufc fight night: moicano vs. saint denis
UFC 306: Riyadh Season Noche UFC,http://ufcstats.com/event-details/0c01568b1ac77bff,"September 14, 2024","Las Vegas, Nevada, USA",704,ufc 306: riyadh season noche ufc
UFC Fight Night: Burns vs. Brady,http://ufcstats.com/event-details/ee0b69e307c857e5,"September 07, 2024","Las Vegas, Nevada, USA",703,ufc fight night: burns vs. brady
UFC Fight Night: Cannonier vs. Borralho,http://ufcstats.com/event-details/be8ad887e4d674b0,"August 24, 2024","Las Vegas, Nevada, USA",702,ufc fight night: cannonier vs. borralho
UFC 305: Du Plessis vs. Adesanya,http://ufcstats.com/event-details/32ba186f4b0e3267,"August 17, 2024","Perth, Western Australia, Australia",701,ufc 305: du plessis vs. adesanya
UFC Fight Night: Tybura vs. Spivac 2,http://ufcstats.com/event-details/2c733e059462c1dc,"August 10, 2024","Las Vegas, Nevada, USA",700,ufc fight night: tybura vs. spivac 2
UFC Fight Night: Sandhagen vs. Nurmagomedov,http://ufcstats.com/event-details/fe435e440b5de0ff,"August 03, 2024","Abu Dhabi, Abu Dhabi, United Arab Emirates",699,ufc fight night: sandhagen vs. nurmagomedov
UFC 304: Edwards vs. Muhammad 2,http://ufcstats.com/event-details/026b4f7049085842,"July 27, 2024","Manchester, England, United Kingdom",698,ufc 304: edwards vs. muhammad 2
UFC Fight Night: Lemos vs. Jandiroba,http://ufcstats.com/event-details/c11036da9162cb5f,"July 20, 2024","Las Vegas, Nevada, USA",697,ufc fight night: lemos vs. jandiroba
UFC Fight Night: Namajunas vs. Cortez,http://ufcstats.com/event-details/66e0a70352fef46a,"July 13, 2024","Denver, Colorado, USA",696,ufc fight night: namajunas vs. cortez
UFC 303: Pereira vs. Prochazka 2,http://ufcstats.com/event-details/f3743d8ef5dde970,"June 29, 2024","Las Vegas, Nevada, USA",695,ufc 303: pereira vs. prochazka 2
UFC Fight Night: Whittaker vs. Aliskerov,http://ufcstats.com/event-details/b12a1d19ee383b7c,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",694,ufc fight night: whittaker vs. aliskerov
UFC Fight Night: Perez vs. Taira,http://ufcstats.com/event-details/9c5828c6fd9dc948,"June 15, 2024","Las Vegas, Nevada, USA",693,ufc fight night: perez vs. taira
UFC Fight Night: Cannonier vs. Imavov,http://ufcstats.com/event-details/cba3a2dfbc06ce79,"June 08, 2024","Louisville, Kentucky, USA",692,ufc fight night: cannonier vs. imavov
UFC 302: Makhachev vs. Poirier,http://ufcstats.com/event-details/6e4acc2c115215b5,"June 01, 2024","Newark, New Jersey, USA",691,ufc 302: makhachev vs. poirier
UFC Fight Night: Barboza vs. Murphy,http://ufcstats.com/event-details/46baf0f57edfa4df,"May 18, 2024","Las Vegas, Nevada, USA",690,ufc fight night: barboza vs. murphy
UFC Fight Night: Lewis vs. Nascimento,http://ufcstats.com/event-details/5dfe71ade71f3a4b,"May 11, 2024","St. Louis, Missouri, USA",689,ufc fight night: lewis vs. nascimento
UFC 301: Pantoja vs. Erceg,http://ufcstats.com/event-details/981ab7a0576f76a0,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",688,ufc 301: pantoja vs. erceg
UFC Fight Night: Nicolau vs. Perez,http://ufcstats.com/event-details/a16ce18149021139,"April 27, 2024","Las Vegas, Nevada, USA",687,ufc fight night: nicolau vs. perez
UFC 300: Pereira vs. Hill,http://ufcstats.com/event-details/6750e338922a099d,"April 13, 2024","Las Vegas, Nevada, USA",686,ufc 300: pereira vs. hill
UFC Fight Night: Allen vs. Curtis 2,http://ufcstats.com/event-details/899eaba48fa864a6,"April 06, 2024","Las Vegas, Nevada, USA",685,ufc fight night: allen vs. curtis 2
UFC Fight Night: Blanchfield vs. Fiorot,http://ufcstats.com/event-details/dba230fe33011201,"March 30, 2024","Atlantic City, New Jersey, USA",684,ufc fight night: blanchfield vs. fiorot
UFC Fight Night: Ribas vs. Namajunas,http://ufcstats.com/event-details/79ff6545b0abc685,"March 23, 2024","Las Vegas, Nevada, USA",683,ufc fight night: ribas vs. namajunas
UFC Fight Night: Tuivasa vs. Tybura,http://ufcstats.com/event-details/c398235fcaf8d71d,"March 16, 2024","Las Vegas, Nevada, USA",682,ufc fight night: tuivasa vs. tybura
UFC 299: O'Malley vs. Vera 2,http://ufcstats.com/event-details/a9df5ae20a97b090,"March 09, 2024","Miami, Florida, USA",681,ufc 299: o'malley vs. vera 2
UFC Fight Night: Rozenstruik vs. Gaziev,http://ufcstats.com/event-details/e4a9dbade7c7e1a7,"March 02, 2024","Las Vegas, Nevada, USA",680,ufc fight night: rozenstruik vs. gaziev
UFC Fight Night: Moreno vs. Royval 2,http://ufcstats.com/event-details/902ab9197b83d0db,"February 24, 2024","Mexico City, Distrito Federal, Mexico",679,ufc fight night: moreno vs. royval 2
UFC 298: Volkanovski vs. Topuria,http://ufcstats.com/event-details/dab0e6cb8c932162,"February 17, 2024","Anaheim, California, USA",678,ufc 298: volkanovski vs. topuria
UFC Fight Night: Hermansson vs. Pyfer,http://ufcstats.com/event-details/eaea0fc7b76525a8,"February 10, 2024","Las Vegas, Nevada, USA",677,ufc fight night: hermansson vs. pyfer
UFC Fight Night: Dolidze vs. Imavov,http://ufcstats.com/event-details/cce79e827569f26e,"February 03, 2024","Las Vegas, Nevada, USA",676,ufc fight night: dolidze vs. imavov
UFC 297: Strickland vs. Du Plessis,http://ufcstats.com/event-details/bd85ca0bb4f26cfc,"January 20, 2024","Toronto, Ontario, Canada",675,ufc 297: strickland vs. du plessis
UFC Fight Night: Ankalaev vs. Walker 2,http://ufcstats.com/event-details/010986ee359fb863,"January 13, 2024","Las Vegas, Nevada, USA",674,ufc fight night: ankalaev vs. walker 2
UFC 296: Edwards vs. Covington,http://ufcstats.com/event-details/a8e8587a06e73c87,"December 16, 2023","Las Vegas, Nevada, USA",673,ufc 296: edwards vs. covington
UFC Fight Night: Song vs. Gutierrez,http://ufcstats.com/event-details/5ef0088c1b19beeb,"December 09, 2023","Las Vegas, Nevada, USA",672,ufc fight night: song vs. gutierrez
UFC Fight Night: Dariush vs. Tsarukyan,http://ufcstats.com/event-details/53e4e21f4c688801,"December 02, 2023","Austin, Texas, USA",671,ufc fight night: dariush vs. tsarukyan
UFC Fight Night: Allen vs. Craig,http://ufcstats.com/event-details/3feed7d02711d8b7,"November 18, 2023","Las Vegas, Nevada, USA",670,ufc fight night: allen vs. craig
UFC 295: Prochazka vs. Pereira,http://ufcstats.com/event-details/5a558ba1ff5e9121,"November 11, 2023","New York City, New York, USA",669,ufc 295: prochazka vs. pereira
UFC Fight Night: Almeida vs. Lewis,http://ufcstats.com/event-details/7c4ec656d8fcb867,"November 04, 2023","Sao Paulo, Sao Paulo, Brazil",668,ufc fight night: almeida vs. lewis
UFC 294: Makhachev vs. Volkanovski 2,http://ufcstats.com/event-details/13a0fb8fbdafb54f,"October 21, 2023","Abu Dhabi, Abu Dhabi, United Arab Emirates",667,ufc 294: makhachev vs. volkanovski 2
UFC Fight Night: Yusuff vs. Barboza,http://ufcstats.com/event-details/f3a078277b3b8ff4,"October 14, 2023","Las Vegas, Nevada, USA",666,ufc fight night: yusuff vs. barboza
UFC Fight Night: Dawson vs. Green,http://ufcstats.com/event-details/c8a49ff2acb6f3c5,"October 07, 2023","Las Vegas, Nevada, USA",665,ufc fight night: dawson vs. green
UFC Fight Night: Fiziev vs. Gamrot,http://ufcstats.com/event-details/c945adc22c2bfe8f,"September 23, 2023","Las Vegas, Nevada, USA",664,ufc fight night: fiziev vs. gamrot
UFC Fight Night: Grasso vs. Shevchenko 2,http://ufcstats.com/event-details/8fa2b06572365321,"September 16, 2023","Las Vegas, Nevada, USA",663,ufc fight night: grasso vs. shevchenko 2
UFC 293: Adesanya vs. Strickland,http://ufcstats.com/event-details/ece280745f8727b8,"September 09, 2023","Sydney, New South Wales, Australia",662,ufc 293: adesanya vs. strickland
UFC Fight Night: Gane vs. Spivac,http://ufcstats.com/event-details/ef61d9f5176b3200,"September 02, 2023","Paris, Ile-de-France, France",661,ufc fight night: gane vs. spivac
UFC Fight Night: Holloway vs. The Korean Zombie,http://ufcstats.com/event-details/89a407032911e27e,"August 26, 2023","Kallang, Singapore",660,ufc fight night: holloway vs. the korean zombie
UFC 292: Sterling vs. O'Malley,http://ufcstats.com/event-details/2719f300b0439039,"August 19, 2023","Boston, Massachusetts, USA",659,ufc 292: sterling vs. o'malley
UFC Fight Night: Luque vs. Dos Anjos,http://ufcstats.com/event-details/d2fa318f34d0aadc,"August 12, 2023","Las Vegas, Nevada, USA",658,ufc fight night: luque vs. dos anjos
UFC Fight Night: Sandhagen vs. Font,http://ufcstats.com/event-details/6f81b6de2557739a,"August 05, 2023","Nashville, Tennessee, USA",657,ufc fight night: sandhagen vs. font
UFC 291: Poirier vs. Gaethje 2,http://ufcstats.com/event-details/ccd58ff71e260ed5,"July 29, 2023","Salt Lake City, Utah, USA",656,ufc 291: poirier vs. gaethje 2
UFC Fight Night: Aspinall vs. Tybura,http://ufcstats.com/event-details/1174782eacde9b0c,"July 22, 2023","London, England, United Kingdom",655,ufc fight night: aspinall vs. tybura
UFC Fight Night: Holm vs. Bueno Silva,http://ufcstats.com/event-details/c9885b1b7c7055a0,"July 15, 2023","Las Vegas, Nevada, USA",654,ufc fight night: holm vs. bueno silva
UFC 290: Volkanovski vs. Rodriguez,http://ufcstats.com/event-details/6085ceb59087514b,"July 08, 2023","Las Vegas, Nevada, USA",653,ufc 290: volkanovski vs. rodriguez
UFC Fight Night: Strickland vs. Magomedov,http://ufcstats.com/event-details/e9e1acc96536bb4f,"July 01, 2023","Las Vegas, Nevada, USA",652,ufc fight night: strickland vs. magomedov
UFC Fight Night: Emmett vs. Topuria,http://ufcstats.com/event-details/a780d16cf7eed44d,"June 24, 2023","Jacksonville, Florida, USA",651,ufc fight night: emmett vs. topuria
UFC Fight Night: Vettori vs. Cannonier,http://ufcstats.com/event-details/b9415726dc3ec526,"June 17, 2023","Las Vegas, Nevada, USA",650,ufc fight night: vettori vs. cannonier
UFC 289: Nunes vs. Aldana,http://ufcstats.com/event-details/b6c6d1731ff00eeb,"June 10, 2023","Vancouver, British Columbia, Canada",649,ufc 289: nunes vs. aldana
UFC Fight Night: Kara-France vs. Albazi,http://ufcstats.com/event-details/7abe471b61725980,"June 03, 2023","Las Vegas, Nevada, USA",648,ufc fight night: kara-france vs. albazi
UFC Fight Night: Dern vs. Hill,http://ufcstats.com/event-details/6f812143641ceff8,"May 20, 2023","Las Vegas, Nevada, USA",647,ufc fight night: dern vs. hill
UFC Fight Night: Rozenstruik vs. Almeida,http://ufcstats.com/event-details/901cddcbfa079097,"May 13, 2023","Charlotte, North Carolina, USA",646,ufc fight night: rozenstruik vs. almeida
UFC 288: Sterling vs. Cejudo,http://ufcstats.com/event-details/3c6976f8182d9527,"May 06, 2023","Newark, New Jersey, USA",645,ufc 288: sterling vs. cejudo
UFC Fight Night: Song vs. Simon,http://ufcstats.com/event-details/51b1e2fd9872005b,"April 29, 2023","Las Vegas, Nevada, USA",644,ufc fight night: song vs. simon
UFC Fight Night: Pavlovich vs. Blaydes,http://ufcstats.com/event-details/6fb1ba67bef41b37,"April 22, 2023","Las Vegas, Nevada, USA",643,ufc fight night: pavlovich vs. blaydes
UFC Fight Night: Holloway vs. Allen,http://ufcstats.com/event-details/15b1b21cd743d652,"April 15, 2023","Kansas City, Missouri, USA",642,ufc fight night: holloway vs. allen
UFC 287: Pereira vs. Adesanya 2,http://ufcstats.com/event-details/3dc3022232b79c7a,"April 08, 2023","Miami, Florida, USA",641,ufc 287: pereira vs. adesanya 2
UFC Fight Night: Vera vs. Sandhagen,http://ufcstats.com/event-details/aec273fcb765330d,"March 25, 2023","San Antonio, Texas, USA",640,ufc fight night: vera vs. sandhagen
UFC 286: Edwards vs. Usman 3,http://ufcstats.com/event-details/e4bb7e483c4ad318,"March 18, 2023","London, England, United Kingdom",639,ufc 286: edwards vs. usman 3
UFC Fight Night: Yan vs. Dvalishvili,http://ufcstats.com/event-details/35080a7f406f9ab3,"March 11, 2023","Las Vegas, Nevada, USA",638,ufc fight night: yan vs. dvalishvili
UFC 285: Jones vs. Gane,http://ufcstats.com/event-details/1ccff7f0cfdf85eb,"March 04, 2023","Las Vegas, Nevada, USA",637,ufc 285: jones vs. gane
UFC Fight Night: Muniz vs. Allen,http://ufcstats.com/event-details/806975e1b4f47b27,"February 25, 2023","Las Vegas, Nevada, USA",636,ufc fight night: muniz vs. allen
UFC Fight Night: Andrade vs. Blanchfield,http://ufcstats.com/event-details/f21a3d68fb9df387,"February 18, 2023","Las Vegas, Nevada, USA",635,ufc fight night: andrade vs. blanchfield
UFC 284: Makhachev vs. Volkanovski,http://ufcstats.com/event-details/01dd4cdc2446f665,"February 11, 2023","Perth, Western Australia, Australia",634,ufc 284: makhachev vs. volkanovski
UFC Fight Night: Lewis vs. Spivac,http://ufcstats.com/event-details/d26394fc0e8e880a,"February 04, 2023","Las Vegas, Nevada, USA",633,ufc fight night: lewis vs. spivac
UFC 283: Teixeira vs. Hill,http://ufcstats.com/event-details/5717efc6f271cd52,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",632,ufc 283: teixeira vs. hill
UFC Fight Night: Strickland vs. Imavov,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9,"January 14, 2023","Las Vegas, Nevada, USA",631,ufc fight night: strickland vs. imavov
UFC Fight Night: Cannonier vs. Strickland,http://ufcstats.com/event-details/56ec58954158966a,"December 17, 2022","Las Vegas, Nevada, USA",630,ufc fight night: cannonier vs. strickland
UFC 282: Blachowicz vs. Ankalaev,http://ufcstats.com/event-details/f65a0eb902f9476b,"December 10, 2022","Las Vegas, Nevada, USA",629,ufc 282: blachowicz vs. ankalaev
UFC Fight Night: Thompson vs. Holland,http://ufcstats.com/event-details/b23388ff8ac6637b,"December 03, 2022","Orlando, Florida, USA",628,ufc fight night: thompson vs. holland
UFC Fight Night: Nzechukwu vs. Cutelaba,http://ufcstats.com/event-details/012fc7cd0779c09a,"November 19, 2022","Las Vegas, Nevada, USA",627,ufc fight night: nzechukwu vs. cutelaba
UFC 281: Adesanya vs. Pereira,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d,"November 12, 2022","New York City, New York, USA",626,ufc 281: adesanya vs. pereira
UFC Fight Night: Rodriguez vs. Lemos,http://ufcstats.com/event-details/756f45905fb20cb5,"November 05, 2022","Las Vegas, Nevada, USA",625,ufc fight night: rodriguez vs. lemos
UFC Fight Night: Kattar vs. Allen,http://ufcstats.com/event-details/be5aab761c40ef35,"October 29, 2022","Las Vegas, Nevada, USA",624,ufc fight night: kattar vs. allen
UFC 280: Oliveira vs. Makhachev,http://ufcstats.com/event-details/885e7f70dcac0007,"October 22, 2022","Abu Dhabi, Abu Dhabi, United Arab Emirates",623,ufc 280: oliveira vs. makhachev
UFC Fight Night: Grasso vs. Araujo,http://ufcstats.com/event-details/49c29e57d4e2be6f,"October 15, 2022","Las Vegas, Nevada, USA",622,ufc fight night: grasso vs. araujo
UFC Fight Night: Dern vs. Yan,http://ufcstats.com/event-details/4f670b7972fa0a2e,"October 01, 2022","Las Vegas, Nevada, USA",621,ufc fight night: dern vs. yan
UFC Fight Night: Sandhagen vs. Song,http://ufcstats.com/event-details/8d477c3fbe001f9d,"September 17, 2022","Las Vegas, Nevada, USA",620,ufc fight night: sandhagen vs. song
UFC 279: Diaz vs. Ferguson,http://ufcstats.com/event-details/93bf96be327fcd98,"September 10, 2022","Las Vegas, Nevada, USA",619,ufc 279: diaz vs. ferguson
UFC Fight Night: Gane vs. Tuivasa,http://ufcstats.com/event-details/00a905a4a4a2b071,"September 03, 2022","Paris, Ile-de-France, France",618,ufc fight night: gane vs. tuivasa
UFC 278: Usman vs. Edwards,http://ufcstats.com/event-details/4f853e98886283cf,"August 20, 2022","Salt Lake City, Utah, USA",617,ufc 278: usman vs. edwards
UFC Fight Night: Vera vs. Cruz,http://ufcstats.com/event-details/a23e63184c65f5b8,"August 13, 2022","San Diego, California, USA",616,ufc fight night: vera vs. cruz
UFC Fight Night: Santos vs. Hill,http://ufcstats.com/event-details/8f6a18831a120817,"August 06, 2022","Las Vegas, Nevada, USA",615,ufc fight night: santos vs. hill
UFC 277: Pena vs. Nunes 2,http://ufcstats.com/event-details/b0a6124751a56bc4,"July 30, 2022","Dallas, Texas, USA",614,ufc 277: pena vs. nunes 2
UFC Fight Night: Blaydes vs. Aspinall,http://ufcstats.com/event-details/319c15b8aac5bfde,"July 23, 2022","London, England, United Kingdom",613,ufc fight night: blaydes vs. aspinall
UFC Fight Night: Ortega vs. Rodriguez,http://ufcstats.com/event-details/8fd76e1b49c00ae2,"July 16, 2022","Elmont, New York, USA",612,ufc fight night: ortega vs. rodriguez
UFC Fight Night: Dos Anjos vs. Fiziev,http://ufcstats.com/event-details/31da66df48c0c1a0,"July 09, 2022","Las Vegas, Nevada, USA",611,ufc fight night: dos anjos vs. fiziev
UFC 276: Adesanya vs. Cannonier,http://ufcstats.com/event-details/4a9e305633f3ef47,"July 02, 2022","Las Vegas, Nevada, USA",610,ufc 276: adesanya vs. cannonier
UFC Fight Night: Tsarukyan vs. Gamrot,http://ufcstats.com/event-details/eb42d4febfafefd1,"June 25, 2022","Las Vegas, Nevada, USA",609,ufc fight night: tsarukyan vs. gamrot
UFC Fight Night: Kattar vs. Emmett,http://ufcstats.com/event-details/a0a680fe2f6cc8e6,"June 18, 2022","Austin, Texas, USA",608,ufc fight night: kattar vs. emmett
UFC 275: Teixeira vs. Prochazka,http://ufcstats.com/event-details/3a24769a4855040a,"June 11, 2022","Kallang, Singapore",607,ufc 275: teixeira vs. prochazka
UFC Fight Night: Volkov vs. Rozenstruik,http://ufcstats.com/event-details/57591bbf1623574e,"June 04, 2022","Las Vegas, Nevada, USA",606,ufc fight night: volkov vs. rozenstruik
UFC Fight Night: Holm vs. Vieira,http://ufcstats.com/event-details/a6c32678efd4f434,"May 21, 2022","Las Vegas, Nevada, USA",605,ufc fight night: holm vs. vieira
UFC Fight Night: Blachowicz vs. Rakic,http://ufcstats.com/event-details/60ba33c3f555a7a3,"May 14, 2022","Las Vegas, Nevada, USA",604,ufc fight night: blachowicz vs. rakic
UFC 274: Oliveira vs. Gaethje,http://ufcstats.com/event-details/253d3f9e97ca149a,"May 07, 2022","Phoenix, Arizona, USA",603,ufc 274: oliveira vs. gaethje
UFC Fight Night: Font vs. Vera,http://ufcstats.com/event-details/6bf5a7d3e081ade2,"April 30, 2022","Las Vegas, Nevada, USA",602,ufc fight night: font vs. vera
UFC Fight Night: Lemos vs. Andrade,http://ufcstats.com/event-details/236a37d96d476164,"April 23, 2022","Las Vegas, Nevada, USA",601,ufc fight night: lemos vs. andrade
UFC Fight Night: Luque vs. Muhammad,http://ufcstats.com/event-details/8753e125f4499816,"April 16, 2022","Las Vegas, Nevada, USA",600,ufc fight night: luque vs. muhammad
UFC 273: Volkanovski vs. The Korean Zombie,http://ufcstats.com/event-details/3a97fda0de6f1fa4,"April 09, 2022","Jacksonville, Florida, USA",599,ufc 273: volkanovski vs. the korean zombie
UFC Fight Night: Blaydes vs. Daukaus,http://ufcstats.com/event-details/1fac46d466abd5b8,"March 26, 2022","Columbus, Ohio, USA",598,ufc fight night: blaydes vs. daukaus
UFC Fight Night: Volkov vs. Aspinall,http://ufcstats.com/event-details/1d00756835ca67c9,"March 19, 2022","London, England, United Kingdom",597,ufc fight night: volkov vs. aspinall
UFC Fight Night: Santos vs. Ankalaev,http://ufcstats.com/event-details/1f9344211ca7fd60,"March 12, 2022","Las Vegas, Nevada, USA",596,ufc fight night: santos vs. ankalaev
UFC 272: Covington vs. Masvidal,http://ufcstats.com/event-details/75e0d3cc2262b732,"March 05, 2022","Las Vegas, Nevada, USA",595,ufc 272: covington vs. masvidal
UFC Fight Night: Makhachev vs. Green,http://ufcstats.com/event-details/f6a7b02c42e9fc5b,"February 26, 2022","Las Vegas, Nevada, USA",594,ufc fight night: makhachev vs. green
UFC Fight Night: Walker vs. Hill,http://ufcstats.com/event-details/77940e45bc86208e,"February 19, 2022","Las Vegas, Nevada, USA",593,ufc fight night: walker vs. hill
